county,state,state_abbr,ssa,fips
Victoria,Texas,TX,45948,48469
Walker,Texas,TX,45949,48471
Waller,Texas,TX,45950,48473
Ward,Texas,TX,45951,48475
Washington,Texas,TX,45952,48477
Webb,Texas,TX,45953,48479
Wharton,Texas,TX,45954,48481
Wheeler,Texas,TX,45955,48483
Wichita,Texas,TX,45960,48485
Wilbarger,Texas,TX,45961,48487
Willacy,Texas,TX,45962,48489
Williamson,Texas,TX,45970,48491
Wilson,Texas,TX,45971,48493
Winkler,Texas,TX,45972,48495
Wise,Texas,TX,45973,48497
Wood,Texas,TX,45974,48499
Yoakum,Texas,TX,45980,48501
Young,Texas,TX,45981,48503
Zapata,Texas,TX,45982,48505
Zavala,Texas,TX,45983,48507
Statewide,Texas,TX,45999,48990
Beaver,Utah,UT,46000,49001
Box Elder,Utah,UT,46010,49003
Cache,Utah,UT,46020,49005
Carbon,Utah,UT,46030,49007
Daggett,Utah,UT,46040,49009
Davis,Utah,UT,46050,49011
Duchesne,Utah,UT,46060,49013
Emery,Utah,UT,46070,49015
Garfield,Utah,UT,46080,49017
Grand,Utah,UT,46090,49019
Iron,Utah,UT,46100,49021
Juab,Utah,UT,46110,49023
Kane,Utah,UT,46120,49025
Millard,Utah,UT,46130,49027
Morgan,Utah,UT,46140,49029
Piute,Utah,UT,46150,49031
Rich,Utah,UT,46160,49033
Salt Lake,Utah,UT,46170,49035
San Juan,Utah,UT,46180,49037
Sanpete,Utah,UT,46190,49039
Sevier,Utah,UT,46200,49041
Summit,Utah,UT,46210,49043
Tooele,Utah,UT,46220,49045
Uintah,Utah,UT,46230,49047
Utah,Utah,UT,46240,49049
Wasatch,Utah,UT,46250,49051
Washington,Utah,UT,46260,49053
Wayne,Utah,UT,46270,49055
Weber,Utah,UT,46280,49057
Statewide,Utah,UT,46999,49990
Addison,Vermont,VT,47000,50001
Bennington,Vermont,VT,47010,50003
Caledonia,Vermont,VT,47020,50005
Chittenden,Vermont,VT,47030,50007
Essex,Vermont,VT,47040,50009
Franklin,Vermont,VT,47050,50011
Grand Isle,Vermont,VT,47060,50013
Lamoille,Vermont,VT,47070,50015
Orange,Vermont,VT,47080,50017
Orleans,Vermont,VT,47090,50019
Rutland,Vermont,VT,47100,50021
Washington,Vermont,VT,47110,50023
Windham,Vermont,VT,47120,50025
Windsor,Vermont,VT,47130,50027
Statewide,Vermont,VT,47999,50990
Accomack,Virginia,VA,49000,51001
Albemarle,Virginia,VA,49010,51003
Alleghany,Virginia,VA,49020,51005
Amelia,Virginia,VA,49030,51007
Amherst,Virginia,VA,49040,51009
Appomattox,Virginia,VA,49050,51011
Arlington,Virginia,VA,49060,51013
Augusta,Virginia,VA,49070,51015
Bath,Virginia,VA,49080,51017
Bedford,Virginia,VA,49090,51019
Bland,Virginia,VA,49100,51021
Botetourt,Virginia,VA,49110,51023
Brunswick,Virginia,VA,49120,51025
Buchanan,Virginia,VA,49130,51027
Buckingham,Virginia,VA,49140,51029
Campbell,Virginia,VA,49150,51031
Caroline,Virginia,VA,49160,51033
Carroll,Virginia,VA,49170,51035
Charles City,Virginia,VA,49180,51036
Charlotte,Virginia,VA,49190,51037
Chesterfield,Virginia,VA,49200,51041
Clarke,Virginia,VA,49210,51043
Craig,Virginia,VA,49220,51045
Culpeper,Virginia,VA,49230,51047
Cumberland,Virginia,VA,49240,51049
Dickenson,Virginia,VA,49250,51051
Dinwiddie,Virginia,VA,49260,51053
Essex,Virginia,VA,49280,51057
Fairfax,Virginia,VA,49290,51059
Fauquier,Virginia,VA,49300,51061
Floyd,Virginia,VA,49310,51063
Fluvanna,Virginia,VA,49320,51065
Franklin,Virginia,VA,49330,51067
Frederick,Virginia,VA,49340,51069
Giles,Virginia,VA,49350,51071
Gloucester,Virginia,VA,49360,51073
Goochland,Virginia,VA,49370,51075
Grayson,Virginia,VA,49380,51077
Greene,Virginia,VA,49390,51079
Greensville,Virginia,VA,49400,51081
Halifax,Virginia,VA,49410,51083
Hanover,Virginia,VA,49420,51085
Henrico,Virginia,VA,49430,51087
Henry,Virginia,VA,49440,51089
Highland,Virginia,VA,49450,51091
Isle of Wight,Virginia,VA,49460,51093
James City,Virginia,VA,49470,51095
King and Queen,Virginia,VA,49480,51097
King George,Virginia,VA,49490,51099
King William,Virginia,VA,49500,51101
Lancaster,Virginia,VA,49510,51103
Lee,Virginia,VA,49520,51105
Loudoun,Virginia,VA,49530,51107
Louisa,Virginia,VA,49540,51109
Lunenburg,Virginia,VA,49550,51111
Madison,Virginia,VA,49560,51113
Mathews,Virginia,VA,49570,51115
Mecklenburg,Virginia,VA,49580,51117
Middlesex,Virginia,VA,49590,51119
Montgomery,Virginia,VA,49600,51121
Nelson,Virginia,VA,49620,51125
New Kent,Virginia,VA,49621,51127
Northampton,Virginia,VA,49650,51131
Northumberland,Virginia,VA,49660,51133
Nottoway,Virginia,VA,49670,51135
Orange,Virginia,VA,49680,51137
Page,Virginia,VA,49690,51139
Patrick,Virginia,VA,49700,51141
Pittsylvania,Virginia,VA,49710,51143
Powhatan,Virginia,VA,49720,51145
Prince Edward,Virginia,VA,49730,51147
Prince George,Virginia,VA,49740,51149
Prince William,Virginia,VA,49750,51153
Pulaski,Virginia,VA,49770,51155
Rappahannock,Virginia,VA,49780,51157
Richmond,Virginia,VA,49790,51159
Roanoke,Virginia,VA,49800,51161
Rockbridge,Virginia,VA,49810,51163
Rockingham,Virginia,VA,49820,51165
Russell,Virginia,VA,49830,51167
Scott,Virginia,VA,49840,51169
Shenandoah,Virginia,VA,49850,51171
Smyth,Virginia,VA,49860,51173
Southampton,Virginia,VA,49870,51175
Spotsylvania,Virginia,VA,49880,51177
Stafford,Virginia,VA,49890,51179
Surry,Virginia,VA,49900,51181
Sussex,Virginia,VA,49910,51183
Tazewell,Virginia,VA,49920,51185
Warren,Virginia,VA,49930,51187
Washington,Virginia,VA,49950,51191
Westmoreland,Virginia,VA,49960,51193
Wise,Virginia,VA,49970,51195
Wythe,Virginia,VA,49980,51197
York,Virginia,VA,49981,51199
Alexandria city,Virginia,VA,49011,51510
Bedford city,Virginia,VA,49088,51515
Bristol city,Virginia,VA,49111,51520
Buena Vista city,Virginia,VA,49141,51530
Charlottesville city,Virginia,VA,49191,51540
Chesapeake city,Virginia,VA,49194,51550
Clifton Forge city,Virginia,VA,49211,51560
Colonial Heights city,Virginia,VA,49212,51570
Covington city,Virginia,VA,49213,51580
Danville city,Virginia,VA,49241,51590
Emporia city,Virginia,VA,49270,51595
Fairfax city,Virginia,VA,49288,51600
Falls Church city,Virginia,VA,49291,51610
Franklin city,Virginia,VA,49328,51620
Fredericksburg city,Virginia,VA,49342,51630
Galax city,Virginia,VA,49343,51640
Hampton city,Virginia,VA,49411,51650
Harrisonburg city,Virginia,VA,49421,51660
Hopewell city,Virginia,VA,49451,51670
Lexington city,Virginia,VA,49522,51678
Lynchburg city,Virginia,VA,49551,51680
Manassas city,Virginia,VA,49563,51683
Manassas Park city,Virginia,VA,49565,51685
Martinsville city,Virginia,VA,49561,51690
Nansemond city,Virginia,VA,49610,51695
Newport News city,Virginia,VA,49622,51700
Norfolk city,Virginia,VA,49641,51710
Norton city,Virginia,VA,49661,51720
Petersburg city,Virginia,VA,49701,51730
Poquoson,Virginia,VA,49712,51735
Portsmouth city,Virginia,VA,49711,51740
Radford city,Virginia,VA,49771,51750
Richmond city,Virginia,VA,49791,51760
Roanoke city,Virginia,VA,49801,51770
Salem city,Virginia,VA,49838,51775
South Boston city,Virginia,VA,49867,51780
Staunton city,Virginia,VA,49891,51790
Suffolk city,Virginia,VA,49892,51800
Virginia Beach city,Virginia,VA,49921,51810
Waynesboro city,Virginia,VA,49951,51820
Williamsburg city,Virginia,VA,49961,51830
Winchester city,Virginia,VA,49962,51840
Statewide,Virginia,VA,49999,51990
Adams,Washington,WA,50000,53001
Asotin,Washington,WA,50010,53003
Benton,Washington,WA,50020,53005
Chelan,Washington,WA,50030,53007
Clallam,Washington,WA,50040,53009
Clark,Washington,WA,50050,53011
Columbia,Washington,WA,50060,53013
Cowlitz,Washington,WA,50070,53015
Douglas,Washington,WA,50080,53017
Ferry,Washington,WA,50090,53019
Franklin,Washington,WA,50100,53021
Garfield,Washington,WA,50110,53023
Grant,Washington,WA,50120,53025
Grays Harbor,Washington,WA,50130,53027
Island,Washington,WA,50140,53029
Jefferson,Washington,WA,50150,53031
King,Washington,WA,50160,53033
Kitsap,Washington,WA,50170,53035
Kittitas,Washington,WA,50180,53037
Klickitat,Washington,WA,50190,53039
Lewis,Washington,WA,50200,53041
Lincoln,Washington,WA,50210,53043
Mason,Washington,WA,50220,53045
Okanogan,Washington,WA,50230,53047
Pacific,Washington,WA,50240,53049
Pend Oreille,Washington,WA,50250,53051
Pierce,Washington,WA,50260,53053
San Juan,Washington,WA,50270,53055
Skagit,Washington,WA,50280,53057
Skamania,Washington,WA,50290,53059
Snohomish,Washington,WA,50300,53061
Spokane,Washington,WA,50310,53063
Stevens,Washington,WA,50320,53065
Thurston,Washington,WA,50330,53067
Wahkiakum,Washington,WA,50340,53069
Walla Walla,Washington,WA,50350,53071
Whatcom,Washington,WA,50360,53073
Whitman,Washington,WA,50370,53075
Yakima,Washington,WA,50380,53077
Statewide,Washington,WA,50999,53990
Barbour,West Virginia,WV,51000,54001
Berkeley,West Virginia,WV,51010,54003
Boone,West Virginia,WV,51020,54005
Braxton,West Virginia,WV,51030,54007
Brooke,West Virginia,WV,51040,54009
Cabell,West Virginia,WV,51050,54011
Calhoun,West Virginia,WV,51060,54013
Clay,West Virginia,WV,51070,54015
Doddridge,West Virginia,WV,51080,54017
Fayette,West Virginia,WV,51090,54019
Gilmer,West Virginia,WV,51100,54021
Grant,West Virginia,WV,51110,54023
Greenbrier,West Virginia,WV,51120,54025
Hampshire,West Virginia,WV,51130,54027
Hancock,West Virginia,WV,51140,54029
Hardy,West Virginia,WV,51150,54031
Harrison,West Virginia,WV,51160,54033
Jackson,West Virginia,WV,51170,54035
Jefferson,West Virginia,WV,51180,54037
Kanawha,West Virginia,WV,51190,54039
Lewis,West Virginia,WV,51200,54041
Lincoln,West Virginia,WV,51210,54043
Logan,West Virginia,WV,51220,54045
McDowell,West Virginia,WV,51230,54047
Marion,West Virginia,WV,51240,54049
Marshall,West Virginia,WV,51250,54051
Mason,West Virginia,WV,51260,54053
Mercer,West Virginia,WV,51270,54055
Mineral,West Virginia,WV,51280,54057
Mingo,West Virginia,WV,51290,54059
Monongalia,West Virginia,WV,51300,54061
Monroe,West Virginia,WV,51310,54063
Morgan,West Virginia,WV,51320,54065
Nicholas,West Virginia,WV,51330,54067
Ohio,West Virginia,WV,51340,54069
Pendleton,West Virginia,WV,51350,54071
Pleasants,West Virginia,WV,51360,54073
Pocahontas,West Virginia,WV,51370,54075
Preston,West Virginia,WV,51380,54077
Putnam,West Virginia,WV,51390,54079
Raleigh,West Virginia,WV,51400,54081
Randolph,West Virginia,WV,51410,54083
Ritchie,West Virginia,WV,51420,54085
Roane,West Virginia,WV,51430,54087
Summers,West Virginia,WV,51440,54089
Taylor,West Virginia,WV,51450,54091
Tucker,West Virginia,WV,51460,54093
Tyler,West Virginia,WV,51470,54095
Upshur,West Virginia,WV,51480,54097
Wayne,West Virginia,WV,51490,54099
Webster,West Virginia,WV,51500,54101
Wetzel,West Virginia,WV,51510,54103
Wirt,West Virginia,WV,51520,54105
Wood,West Virginia,WV,51530,54107
Wyoming,West Virginia,WV,51540,54109
Statewide,West Virginia,WV,51999,54990
Adams,Wisconsin,WI,52000,55001
Ashland,Wisconsin,WI,52010,55003
Barron,Wisconsin,WI,52020,55005
Bayfield,Wisconsin,WI,52030,55007
Brown,Wisconsin,WI,52040,55009
Buffalo,Wisconsin,WI,52050,55011
Burnett,Wisconsin,WI,52060,55013
Calumet,Wisconsin,WI,52070,55015
Chippewa,Wisconsin,WI,52080,55017
Clark,Wisconsin,WI,52090,55019
Columbia,Wisconsin,WI,52100,55021
Crawford,Wisconsin,WI,52110,55023
Dane,Wisconsin,WI,52120,55025
Dodge,Wisconsin,WI,52130,55027
Door,Wisconsin,WI,52140,55029
Douglas,Wisconsin,WI,52150,55031
Dunn,Wisconsin,WI,52160,55033
Eau Claire,Wisconsin,WI,52170,55035
Florence,Wisconsin,WI,52180,55037
Fond du Lac,Wisconsin,WI,52190,55039
Forest,Wisconsin,WI,52200,55041
Grant,Wisconsin,WI,52210,55043
Green,Wisconsin,WI,52220,55045
Green Lake,Wisconsin,WI,52230,55047
Iowa,Wisconsin,WI,52240,55049
Iron,Wisconsin,WI,52250,55051
Jackson,Wisconsin,WI,52260,55053
Jefferson,Wisconsin,WI,52270,55055
Juneau,Wisconsin,WI,52280,55057
Kenosha,Wisconsin,WI,52290,55059
Kewaunee,Wisconsin,WI,52300,55061
La Crosse,Wisconsin,WI,52310,55063
Lafayette,Wisconsin,WI,52320,55065
Langlade,Wisconsin,WI,52330,55067
Lincoln,Wisconsin,WI,52340,55069
Manitowoc,Wisconsin,WI,52350,55071
Marathon,Wisconsin,WI,52360,55073
Marinette,Wisconsin,WI,52370,55075
Marquette,Wisconsin,WI,52380,55077
Menominee,Wisconsin,WI,52381,55078
Milwaukee,Wisconsin,WI,52390,55079
Monroe,Wisconsin,WI,52400,55081
Oconto,Wisconsin,WI,52410,55083
Oneida,Wisconsin,WI,52420,55085
Outagamie,Wisconsin,WI,52430,55087
Ozaukee,Wisconsin,WI,52440,55089
Pepin,Wisconsin,WI,52450,55091
Pierce,Wisconsin,WI,52460,55093
Polk,Wisconsin,WI,52470,55095
Portage,Wisconsin,WI,52480,55097
Price,Wisconsin,WI,52490,55099
Racine,Wisconsin,WI,52500,55101
Richland,Wisconsin,WI,52510,55103
Rock,Wisconsin,WI,52520,55105
Rusk,Wisconsin,WI,52530,55107
St. Croix,Wisconsin,WI,52540,55109
Sauk,Wisconsin,WI,52550,55111
Sawyer,Wisconsin,WI,52560,55113
Shawano,Wisconsin,WI,52570,55115
Sheboygan,Wisconsin,WI,52580,55117
Taylor,Wisconsin,WI,52590,55119
Trempealeau,Wisconsin,WI,52600,55121
Vernon,Wisconsin,WI,52610,55123
Vilas,Wisconsin,WI,52620,55125
Walworth,Wisconsin,WI,52630,55127
Washburn,Wisconsin,WI,52640,55129
Washington,Wisconsin,WI,52650,55131
Waukesha,Wisconsin,WI,52660,55133
Waupaca,Wisconsin,WI,52670,55135
Waushara,Wisconsin,WI,52680,55137
Winnebago,Wisconsin,WI,52690,55139
Wood,Wisconsin,WI,52700,55141
Statewide,Wisconsin,WI,52999,55990
Albany,Wyoming,WY,53000,56001
Big Horn,Wyoming,WY,53010,56003
Campbell,Wyoming,WY,53020,56005
Carbon,Wyoming,WY,53030,56007
Converse,Wyoming,WY,53040,56009
Crook,Wyoming,WY,53050,56011
Fremont,Wyoming,WY,53060,56013
Goshen,Wyoming,WY,53070,56015
Hot Springs,Wyoming,WY,53080,56017
Johnson,Wyoming,WY,53090,56019
Laramie,Wyoming,WY,53100,56021
Lincoln,Wyoming,WY,53110,56023
Natrona,Wyoming,WY,53120,56025
Niobrara,Wyoming,WY,53130,56027
Park,Wyoming,WY,53140,56029
Platte,Wyoming,WY,53150,56031
Sheridan,Wyoming,WY,53160,56033
Sublette,Wyoming,WY,53170,56035
Sweetwater,Wyoming,WY,53180,56037
Teton,Wyoming,WY,53190,56039
Uinta,Wyoming,WY,53200,56041
Washakie,Wyoming,WY,53210,56043
Weston,Wyoming,WY,53220,56045
Statewide,Wyoming,WY,53999,56990
Oglala Lakota,South Dakota,SD,,46102
Poquoson city,Virginia,VA,,63768
