FIPStxt,Stabr,Area_name,Median_Income
55131,WI,Washington County,"75,799"
55133,WI,Waukesha County,"87,333"
55135,WI,Waupaca County,"58,648"
55137,WI,Waushara County,"52,340"
55139,WI,Winnebago County,"57,785"
55141,WI,Wood County,"55,879"
56001,WY,Albany County,"47,561"
56003,WY,Big Horn County,"55,195"
56005,WY,Campbell County,"78,112"
56007,WY,Carbon County,"61,773"
56009,WY,Converse County,"68,162"
56011,WY,Crook County,"64,053"
56013,WY,Fremont County,"51,204"
56015,WY,Goshen County,"51,676"
56017,WY,Hot Springs County,"49,356"
56019,WY,Johnson County,"57,676"
56021,WY,Laramie County,"63,839"
56023,WY,Lincoln County,"69,598"
56025,WY,Natrona County,"64,714"
56027,WY,Niobrara County,"51,036"
56029,WY,Park County,"58,873"
56031,WY,Platte County,"54,165"
56033,WY,Sheridan County,"58,307"
56035,WY,Sublette County,"74,570"
56037,WY,Sweetwater County,"73,315"
56039,WY,Teton County,"99,087"
56041,WY,Uinta County,"63,401"
56043,WY,Washakie County,"55,190"
56045,WY,Weston County,"54,319"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
